source_relative,target_relative,status
GB 1886.79-2015 食品安全国家标准 食品添加剂 硫代二丙酸二月桂酯.md,GB 1886.79-2015 食品安全国家标准 食品添加剂 硫代二丙酸二月桂酯.md,ok
GB 1886.8-2015 食品安全国家标准 食品添加剂 亚硫酸钠.md,GB 1886.8-2015 食品安全国家标准 食品添加剂 亚硫酸钠.md,ok
GB 1886.80-2015 食品安全国家标准 食品添加剂 乙酰化单、双甘油脂肪酸酯.md,GB 1886.80-2015 食品安全国家标准 食品添加剂 乙酰化单、双甘油脂肪酸酯.md,ok
GB 1886.81-2015 食品安全国家标准 食品添加剂 月桂酸.md,GB 1886.81-2015 食品安全国家标准 食品添加剂 月桂酸.md,ok
GB 1886.82-2015 食品安全国家标准 食品营养强化剂 5‘-尿苷酸二钠.md,GB 1886.82-2015 食品安全国家标准 食品营养强化剂 5‘-尿苷酸二钠.md,ok
GB 1886.83-2016 食品安全国家标准 食品添加剂 铵磷脂.md,GB 1886.83-2016 食品安全国家标准 食品添加剂 铵磷脂.md,ok
GB 1886.84-2015 食品安全国家标准食品添加剂 巴西棕榈蜡.md,GB 1886.84-2015 食品安全国家标准 食品添加剂 巴西棕榈蜡.md,ok
GB 1886.85-2016 食品安全国家标准 食品添加剂 冰乙酸（低压羰基化法）.md,GB 1886.85-2016 食品安全国家标准 食品添加剂 冰乙酸（低压羰基化法）.md,ok
GB 1886.86-2015 食品安全国家标准 食品添加剂 刺云实胶.md,GB 1886.86-2015 食品安全国家标准 食品添加剂 刺云实胶.md,ok
GB 1886.87-2015 食品安全国家标准 食品添加剂 蜂蜡.md,GB 1886.87-2015 食品安全国家标准 食品添加剂 蜂蜡.md,ok
GB 1886.87-2015《食品安全国家标准 食品添加剂 蜂蜡》第1号修改单.md,GB 1886.87-2015 食品安全国家标准 食品添加剂 蜂蜡 第1号修改单.md,ok
GB 1886.88-2015 食品安全国家标准 食品添加剂 富马酸一钠.md,GB 1886.88-2015 食品安全国家标准 食品添加剂 富马酸一钠.md,ok
GB 1886.89-2015 食品安全国家标准 食品添加剂 甘草抗氧化物.md,GB 1886.89-2015 食品安全国家标准 食品添加剂 甘草抗氧化物.md,ok
GB 1886.9-2016 食品安全国家标准  食品添加剂  盐酸.md,GB 1886.9-2016 食品安全国家标准 食品添加剂 盐酸.md,ok
GB 1886.90-2015 食品安全国家标准  食品添加剂  硅酸钙.md,GB 1886.90-2015 食品安全国家标准 食品添加剂 硅酸钙.md,ok
GB 1886.91-2016 食品安全国家标准 食品添加剂 硬脂酸镁.md,GB 1886.91-2016 食品安全国家标准 食品添加剂 硬脂酸镁.md,ok
GB 1886.91-2016《食品安全国家标准 食品添加剂 硬脂酸镁》第1号修改单.md,GB 1886.91-2016 食品安全国家标准 食品添加剂 硬脂酸镁 第1号修改单.md,ok
GB 1886.92-2016 食品安全国家标准 食品添加剂 硬脂酰乳酸钠.md,GB 1886.92-2016 食品安全国家标准 食品添加剂 硬脂酰乳酸钠.md,ok
GB 1886.92-2016《食品安全国家标准 食品添加剂 硬脂酰乳酸钠》第1号修改单.md,GB 1886.92-2016 食品安全国家标准 食品添加剂 硬脂酰乳酸钠 第1号修改单.md,ok
GB 1886.93-2015 食品安全国家标准 食品添加剂 乳酸脂肪酸甘油酯.md,GB 1886.93-2015 食品安全国家标准 食品添加剂 乳酸脂肪酸甘油酯.md,ok
GB 1886.94-2016 食品安全国家标准 食品添加剂 亚硝酸钾.md,GB 1886.94-2016 食品安全国家标准 食品添加剂 亚硝酸钾.md,ok
GB 1886.95-2015 食品添加剂 聚甘油蓖麻醇酸酯（PGPR）.md,GB 1886.95-2015 食品安全国家标准 食品添加剂 聚甘油蓖麻醇酸酯（PGPR）.md,ok
GB 1886.96-2016 食品安全国家标准 食品添加剂 松香季戊四醇酯.md,GB 1886.96-2016 食品安全国家标准 食品添加剂 松香季戊四醇酯.md,ok
GB 1886.96-2024 食品安全国家标准 食品添加剂 松香季戊四醇酯.md,GB 1886.96-2024 食品安全国家标准 食品添加剂 松香季戊四醇酯.md,ok
GB 1886.97-2015 食品添加剂 5‘-肌苷酸二钠.md,GB 1886.97-2015 食品安全国家标准 食品添加剂 5‘-肌苷酸二钠.md,ok
GB 1886.98-2016 食品安全国家标准 食品添加剂 乳糖醇（又名4-β-D吡喃半乳糖-D-山梨醇）.md,GB 1886.98-2016 食品安全国家标准 食品添加剂 乳糖醇（又名4-β-D吡喃半乳糖-D-山梨醇）.md,ok
GB 1886.98-2024 食品安全国家标准 食品添加剂 乳糖醇（又名4-β-D吡喃半乳糖-D-山梨醇）.md,GB 1886.98-2024 食品安全国家标准 食品添加剂 乳糖醇（又名4-β-D吡喃半乳糖-D-山梨醇）.md,ok
"GB 1886.99-2015 食品安全国家标准 食品添加剂 L-α-天冬氨酰-N-（2,2,4,4-四甲基-3-硫化三亚甲基）-D-丙氨酰胺（又名阿力甜）.md","GB 1886.99-2015 食品安全国家标准 食品添加剂 L-α-天冬氨酰-N-（2,2,4,4-四甲基-3-硫化三亚甲基）-D-丙氨酰胺（又名阿力甜）.md",ok
GB 1888-2014 食品安全国家标准  食品添加剂  碳酸氢铵.md,GB 1888-2014 食品安全国家标准 食品添加剂 碳酸氢铵.md,ok
GB 1900-2010 食品安全国家标准 食品添加剂 二丁基羟基甲苯（BHT）.md,GB 1900-2010 食品安全国家标准 食品添加剂 二丁基羟基甲苯（BHT）.md,ok
GB 1903.1-2015 食品安全国家标准 食品营养强化剂 L-盐酸赖氨酸.md,GB 1903.1-2015 食品安全国家标准 食品营养强化剂 L-盐酸赖氨酸.md,ok
GB 1903.10-2015 食品安全国家标准 食品营养强化剂 葡萄糖酸亚铁.md,GB 1903.10-2015 食品安全国家标准 食品营养强化剂 葡萄糖酸亚铁.md,ok
GB 1903.11-2015 食品安全国家标准 食品营养强化剂 乳酸锌.md,GB 1903.11-2015 食品安全国家标准 食品营养强化剂 乳酸锌.md,ok
GB 1903.12-2015 食品安全国家标准 食品营养强化剂 L-硒-甲基硒代半胱氨酸.md,GB 1903.12-2015 食品安全国家标准 食品营养强化剂 L-硒-甲基硒代半胱氨酸.md,ok
GB 1903.13-2016 食品安全国家标准 食品营养强化剂 左旋肉碱（L-肉碱）.md,GB 1903.13-2016 食品安全国家标准 食品营养强化剂 左旋肉碱（L-肉碱）.md,ok
GB 1903.14-2016 食品安全国家标准 食品营养强化剂 柠檬酸钙.md,GB 1903.14-2016 食品安全国家标准 食品营养强化剂 柠檬酸钙.md,ok
GB 1903.15-2016 食品安全国家标准 食品营养强化剂 醋酸钙（乙酸钙）.md,GB 1903.15-2016 食品安全国家标准 食品营养强化剂 醋酸钙（乙酸钙）.md,ok
GB 1903.16-2016 食品安全国家标准 食品营养强化剂 焦磷酸铁.md,GB 1903.16-2016 食品安全国家标准 食品营养强化剂 焦磷酸铁.md,ok
GB 1903.17-2016 食品安全国家标准 食品营养强化剂 乳铁蛋白.md,GB 1903.17-2016 食品安全国家标准 食品营养强化剂 乳铁蛋白.md,ok
GB 1903.18-2016 食品安全国家标准 食品营养强化剂 柠檬酸苹果酸钙.md,GB 1903.18-2016 食品安全国家标准 食品营养强化剂 柠檬酸苹果酸钙.md,ok
GB 1903.19-2016 食品安全国家标准 食品营养强化剂 骨粉.md,GB 1903.19-2016 食品安全国家标准 食品营养强化剂 骨粉.md,ok
GB 1903.2-2015 食品安全国家标准  食品营养强化剂  甘氨酸锌.md,GB 1903.2-2015 食品安全国家标准 食品营养强化剂 甘氨酸锌.md,ok
GB 1903.20-2016 食品安全国家标准 食品营养强化剂 硝酸硫胺素.md,GB 1903.20-2016 食品安全国家标准 食品营养强化剂 硝酸硫胺素.md,ok
GB 1903.21-2016 食品安全国家标准 食品营养强化剂 富硒酵母.md,GB 1903.21-2016 食品安全国家标准 食品营养强化剂 富硒酵母.md,ok
GB 1903.22-2016 食品安全国家标准 食品营养强化剂 富硒食用菌粉.md,GB 1903.22-2016 食品安全国家标准 食品营养强化剂 富硒食用菌粉.md,ok
GB 1903.23-2016 食品安全国家标准 食品营养强化剂 硒化卡拉胶.md,GB 1903.23-2016 食品安全国家标准 食品营养强化剂 硒化卡拉胶.md,ok
GB 1903.24-2016 食品安全国家标准 食品营养强化剂 维生素C磷酸酯镁.md,GB 1903.24-2016 食品安全国家标准 食品营养强化剂 维生素C磷酸酯镁.md,ok
GB 1903.24-2016《食品安全国家标准 食品营养强化剂 维生素C磷酸酯镁》第1号修改单.md,GB 1903.24-2016 食品安全国家标准 食品营养强化剂 维生素C磷酸酯镁 第1号修改单.md,ok
GB 1903.25-2016 食品安全国家标准 食品营养强化剂 D-生物素.md,GB 1903.25-2016 食品安全国家标准 食品营养强化剂 D-生物素.md,ok
GB 1903.26-2022 食品安全国家标准 食品营养强化剂 二十二碳六烯酸油脂（金枪鱼油）.md,GB 1903.26-2022 食品安全国家标准 食品营养强化剂 二十二碳六烯酸油脂（金枪鱼油）.md,ok
GB 1903.27-2022 食品安全国家标准 食品营养强化剂 低聚半乳糖.md,GB 1903.27-2022 食品安全国家标准 食品营养强化剂 低聚半乳糖.md,ok
GB 1903.28-2018 食品安全国家标准 食品营养强化剂 硒蛋白.md,GB 1903.28-2018 食品安全国家标准 食品营养强化剂 硒蛋白.md,ok
GB 1903.29-2018 食品安全国家标准 食品营养强化剂 葡萄糖酸镁.md,GB 1903.29-2018 食品安全国家标准 食品营养强化剂 葡萄糖酸镁.md,ok
GB 1903.3-2015 食品安全国家标准 食品营养强化剂 5’单磷酸腺苷.md,GB 1903.3-2015 食品安全国家标准 食品营养强化剂 5’单磷酸腺苷.md,ok
GB 1903.30-2022 食品安全国家标准 食品营养强化剂 多聚果糖.md,GB 1903.30-2022 食品安全国家标准 食品营养强化剂 多聚果糖.md,ok
GB 1903.31-2018 食品安全国家标准 食品营养强化剂 醋酸视黄酯（醋酸维生素A）.md,GB 1903.31-2018 食品安全国家标准 食品营养强化剂 醋酸视黄酯（醋酸维生素A）.md,ok
GB 1903.32-2018 食品安全国家标准 食品营养强化剂 D-泛酸钠.md,GB 1903.32-2018 食品安全国家标准 食品营养强化剂 D-泛酸钠.md,ok
GB 1903.33-2022 食品安全国家标准 食品营养强化剂 5'-单磷酸胞苷（5'-CMP）.md,GB 1903.33-2022 食品安全国家标准 食品营养强化剂 5'-单磷酸胞苷（5'-CMP）.md,ok
GB 1903.34-2018 食品安全国家标准 食品营养强化剂 氯化锌.md,GB 1903.34-2018 食品安全国家标准 食品营养强化剂 氯化锌.md,ok
GB 1903.35-2018 食品安全国家标准 食品营养强化剂 乙酸锌.md,GB 1903.35-2018 食品安全国家标准 食品营养强化剂 乙酸锌.md,ok
GB 1903.36-2018 食品安全国家标准 食品营养强化剂 氯化胆碱.md,GB 1903.36-2018 食品安全国家标准 食品营养强化剂 氯化胆碱.md,ok
GB 1903.37-2018 食品安全国家标准 食品营养强化剂 柠檬酸铁.md,GB 1903.37-2018 食品安全国家标准 食品营养强化剂 柠檬酸铁.md,ok
GB 1903.38-2018 食品安全国家标准 食品营养强化剂 琥珀酸亚铁.md,GB 1903.38-2018 食品安全国家标准 食品营养强化剂 琥珀酸亚铁.md,ok
GB 1903.39-2018 食品安全国家标准 食品营养强化剂 海藻碘.md,GB 1903.39-2018 食品安全国家标准 食品营养强化剂 海藻碘.md,ok
GB 1903.4-2015 食品安全国家标准 食品营养强化剂 氧化锌.md,GB 1903.4-2015 食品安全国家标准 食品营养强化剂 氧化锌.md,ok
GB 1903.40-2022 食品安全国家标准 食品营养强化剂 低聚果糖.md,GB 1903.40-2022 食品安全国家标准 食品营养强化剂 低聚果糖.md,ok
GB 1903.41-2018 食品安全国家标准 食品营养强化剂 葡萄糖酸钾.md,GB 1903.41-2018 食品安全国家标准 食品营养强化剂 葡萄糖酸钾.md,ok
GB 1903.42-2020 食品安全国家标准 食品营养强化剂  肌醇(环已六醇).md,GB 1903.42-2020 食品安全国家标准 食品营养强化剂 肌醇(环已六醇).md,ok
GB 1903.43-2020 食品安全国家标准 食品营养强化剂 氰钴胺.md,GB 1903.43-2020 食品安全国家标准 食品营养强化剂 氰钴胺.md,ok
GB 1903.44-2020 食品安全国家标准 食品营养强化剂 羟钴胺.md,GB 1903.44-2020 食品安全国家标准 食品营养强化剂 羟钴胺.md,ok
GB 1903.45-2020 食品安全国家标准 食品营养强化剂  烟酰胺.md,GB 1903.45-2020 食品安全国家标准 食品营养强化剂 烟酰胺.md,ok
GB 1903.46-2020 食品安全国家标准　食品营养强化剂　富马酸亚铁.md,GB 1903.46-2020 食品安全国家标准 食品营养强化剂 富马酸亚铁.md,ok
GB 1903.47-2020 食品安全国家标准 食品营养强化剂 乳酸亚铁.md,GB 1903.47-2020 食品安全国家标准 食品营养强化剂 乳酸亚铁.md,ok
GB 1903.48-2020 食品安全国家标准 食品营养强化剂 磷酸氢镁.md,GB 1903.48-2020 食品安全国家标准 食品营养强化剂 磷酸氢镁.md,ok
GB 1903.49-2020 食品安全国家标准 食品营养强化剂  柠檬酸锌.md,GB 1903.49-2020 食品安全国家标准 食品营养强化剂 柠檬酸锌.md,ok
GB 1903.5-2016 食品安全国家标准 食品营养强化剂 5'-胞苷酸二钠.md,GB 1903.5-2016 食品安全国家标准 食品营养强化剂 5'-胞苷酸二钠.md,ok
GB 1903.50-2020 食品安全国家标准 食品营养强化剂 胆钙化醇（维生素D3）.md,GB 1903.50-2020 食品安全国家标准 食品营养强化剂 胆钙化醇（维生素D3）.md,ok
GB 1903.51-2020 食品安全国家标准 食品营养强化剂 碘化钠.md,GB 1903.51-2020 食品安全国家标准 食品营养强化剂 碘化钠.md,ok
GB 1903.52-2021 食品安全国家标准 食品营养强化剂 氯化高铁血红素.md,GB 1903.52-2021 食品安全国家标准 食品营养强化剂 氯化高铁血红素.md,ok
GB 1903.53-2021 食品安全国家标准 食品营养强化剂 D-泛酸钙.md,GB 1903.53-2021 食品安全国家标准 食品营养强化剂 D-泛酸钙.md,ok
GB 1903.54-2021 食品安全国家标准 食品营养强化剂 酒石酸氢胆碱.md,GB 1903.54-2021 食品安全国家标准 食品营养强化剂 酒石酸氢胆碱.md,ok
GB 1903.55-2022 食品安全国家标准 食品营养强化剂 L-抗坏血酸钾.md,GB 1903.55-2022 食品安全国家标准 食品营养强化剂 L-抗坏血酸钾.md,ok
GB 1903.56-2022 食品安全国家标准 食品营养强化剂 硒酸钠.md,GB 1903.56-2022 食品安全国家标准 食品营养强化剂 硒酸钠.md,ok
GB 1903.57-2022 食品安全国家标准 食品营养强化剂 柠檬酸锰.md,GB 1903.57-2022 食品安全国家标准 食品营养强化剂 柠檬酸锰.md,ok
GB 1903.58-2022 食品安全国家标准 食品营养强化剂 碳酸锰.md,GB 1903.58-2022 食品安全国家标准 食品营养强化剂 碳酸锰.md,ok
GB 1903.59-2023食品安全国家标准 食品营养强化剂 氯化铬.md,GB 1903.59-2023 食品安全国家标准 食品营养强化剂 氯化铬.md,ok
GB 1903.6-2015 食品安全国家标准 食品营养强化剂 维生素E琥珀酸钙.md,GB 1903.6-2015 食品安全国家标准 食品营养强化剂 维生素E琥珀酸钙.md,ok
GB 1903.60-2023 食品安全国家标准　食品营养强化剂　L-肉碱酒石酸盐.md,GB 1903.60-2023 食品安全国家标准 食品营养强化剂 L-肉碱酒石酸盐.md,ok
GB 1903.61-2023食品安全国家标准 食品营养强化剂 碳酸铜.md,GB 1903.61-2023 食品安全国家标准 食品营养强化剂 碳酸铜.md,ok
GB 1903.62-2023食品安全国家标准 食品营养强化剂 还原铁.md,GB 1903.62-2023 食品安全国家标准 食品营养强化剂 还原铁.md,ok
GB 1903.63-2023食品安全国家标准 食品营养强化剂 甘油磷酸钙.md,GB 1903.63-2023 食品安全国家标准 食品营养强化剂 甘油磷酸钙.md,ok
GB 1903.64-2023食品安全国家标准 食品营养强化剂 氯化锰.md,GB 1903.64-2023 食品安全国家标准 食品营养强化剂 氯化锰.md,ok
GB 1903.65-2024 食品安全国家标准 食品营养强化剂 花生四烯酸油脂（发酵法）.md,GB 1903.65-2024 食品安全国家标准 食品营养强化剂 花生四烯酸油脂（发酵法）.md,ok
GB 1903.66-2024 食品安全国家标准 食品营养强化剂 二十二碳六烯酸油脂（发酵法）.md,GB 1903.66-2024 食品安全国家标准 食品营养强化剂 二十二碳六烯酸油脂（发酵法）.md,ok
GB 1903.67-2024 食品安全国家标准 食品营养强化剂 植物甲萘醌（维生素K1）.md,GB 1903.67-2024 食品安全国家标准 食品营养强化剂 植物甲萘醌（维生素K1）.md,ok
GB 1903.68-2024 食品安全国家标准 食品营养强化剂 钼酸铵.md,GB 1903.68-2024 食品安全国家标准 食品营养强化剂 钼酸铵.md,ok
GB 1903.69-2024 食品安全国家标准 食品营养强化剂 5'-单磷酸尿苷.md,GB 1903.69-2024 食品安全国家标准 食品营养强化剂 5'-单磷酸尿苷.md,ok
GB 1903.7-2015 食品安全国家标准 食品营养强化剂 葡萄糖酸锰.md,GB 1903.7-2015 食品安全国家标准 食品营养强化剂 葡萄糖酸锰.md,ok
GB 1903.70-2024 食品安全国家标准 食品营养强化剂 电解铁.md,GB 1903.70-2024 食品安全国家标准 食品营养强化剂 电解铁.md,ok
GB 1903.71-2024 食品安全国家标准 食品营养强化剂 全反式视黄醇.md,GB 1903.71-2024 食品安全国家标准 食品营养强化剂 全反式视黄醇.md,ok
GB 1903.72-2025 食品安全国家标准　食品营养强化剂　乙二胺四乙酸铁钠.md,GB 1903.72-2025 食品安全国家标准 食品营养强化剂 乙二胺四乙酸铁钠.md,ok
GB 1903.73-2025 食品安全国家标准　食品营养强化剂　氯化钠.md,GB 1903.73-2025 食品安全国家标准 食品营养强化剂 氯化钠.md,ok
GB 1903.74-2025 食品安全国家标准　食品营养强化剂　L-蛋氨酸(L-甲硫氨酸).md,GB 1903.74-2025 食品安全国家标准 食品营养强化剂 L-蛋氨酸(L-甲硫氨酸).md,ok
GB 1903.75-2025食品安全国家标准 食品营养强化剂 （6S）-5-甲基四氢叶酸，氨基葡萄糖盐.md,GB 1903.75-2025 食品安全国家标准 食品营养强化剂 （6S）-5-甲基四氢叶酸，氨基葡萄糖盐.md,ok
